ID,Type,Name,Value,Priority
4235,L,Device_4235,276.65,3
4236,L,Device_4236,224.83,1
4237,L,Device_4237,242.25,1
4238,L,Device_4238,302.21,3
4239,S,Device_4239,1340.6,0
4240,L,Device_4240,199.8,1
4241,L,Device_4241,201.88,1
4242,L,Device_4242,246.54,1
4243,L,Device_4243,220.81,1
4244,L,Device_4244,146.71,2
4245,L,Device_4245,279.59,1
4246,L,Device_4246,175.99,3
4247,S,Device_4247,1345.79,0
4248,L,Device_4248,210.76,2
4249,L,Device_4249,196.79,1
4250,L,Device_4250,232.65,2
4251,L,Device_4251,214.0,3
4252,L,Device_4252,228.47,1
4253,L,Device_4253,205.61,3
4254,L,Device_4254,102.3,1
4255,L,Device_4255,120.74,1
4256,L,Device_4256,199.02,1
4257,L,Device_4257,96.13,1
4258,L,Device_4258,219.57,1
4259,L,Device_4259,266.61,1
4260,L,Device_4260,167.2,2
4261,L,Device_4261,272.97,2
4262,L,Device_4262,191.87,2
4263,L,Device_4263,239.2,3
4264,L,Device_4264,214.59,3
4265,L,Device_4265,228.22,2
4266,L,Device_4266,197.75,1
4267,L,Device_4267,202.24,3
4268,S,Device_4268,1324.92,0
4269,L,Device_4269,235.91,2
4270,L,,100,3
4271,L,Device_4271,316.16,2
4272,L,Device_4272,109.53,1
4273,S,Device_4273,1227.75,0
4274,L,Device_4274,188.43,3
4275,L,Device_4275,165.21,1
4276,L,Device_4276,274.99,1
4277,L,Device_4277,288.77,1
4278,S,Device_4278,1848.49,0
4279,L,Device_4279,222.67,1
4280,L,Device_4280,197.71,3
4281,L,Device_4281,167.39,3
4282,S,Device_4282,1370.52,0
4283,L,Device_4283,164.04,3
4284,L,Device_4284,268.27,1
4285,L,Device_4285,243.51,1
4286,L,Device_4286,38.74,3
4287,L,Device_4287,228.29,1
4288,L,Device_4288,213.85,2
4289,L,Device_4289,188.07,3
4290,L,Device_4290,261.12,1
4291,L,Device_4291,292.69,1
4292,L,Device_4292,169.53,1
4293,L,Device_4293,290.12,1
4294,L,Device_4294,162.44,1
4295,L,Device_4295,182.69,1
4296,L,Device_4296,224.75,3
4297,L,Device_4297,147.01,1
4298,L,Device_4298,243.54,1
4299,L,Device_4299,237.7,2
4300,L,Device_4300,,3
4301,L,Device_4301,221.45,1
4302,L,Device_4302,87.28,1
4303,L,Device_4303,156.65,2
4304,L,Device_4304,190.17,1
4305,L,Device_4305,151.6,1
4306,L,Device_4306,178.36,3
4307,L,Device_4307,172.62,1
4308,L,Device_4308,158.05,2
4309,L,Device_4309,206.72,1
4310,L,Device_4310,168.67,1
4311,L,Device_4311,192.35,1
4312,L,Device_4312,157.19,3
4313,L,Device_4313,135.58,3
4314,L,Device_4314,209.35,2
4315,L,Device_4315,286.61,1
4316,L,Device_4316,304.37,2
4317,L,Device_4317,230.73,2
4318,L,Device_4318,157.63,1
4319,L,Device_4319,151.52,1
4320,L,Device_4320,147.38,1
4321,L,Device_4321,183.01,1
4322,L,Device_4322,147.35,1
4323,L,Device_4323,201.13,2
4324,L,Device_4324,101.82,3
4325,L,Device_4325,136.22,1
4326,L,Device_4326,109.44,3
4327,L,Device_4327,204.56,1
4328,L,Device_4328,,3
4329,L,Device_4329,223.88,3
4330,L,Device_4330,203.09,1
4331,L,Device_4331,186.96,1
4332,L,Device_4332,213.31,3
4333,L,Device_4333,137.2,3
4334,L,Device_4334,233.83,1
4335,L,Device_4335,263.54,1
4336,L,Device_4336,164.12,2
4337,L,Device_4337,201.5,3
4338,S,Device_4338,1434.13,0
4339,S,Device_4339,1192.27,0
4340,L,Device_4340,240.46,1
4341,L,Device_4341,137.66,3
4342,L,Device_4342,300.69,3
4343,L,Device_4343,279.04,3
4344,L,Device_4344,247.38,3
4345,S,Device_4345,1588.5,0
4346,L,Device_4346,200.91,3
4347,L,Device_4347,205.13,3
4348,L,Device_4348,213.72,3
4349,L,Device_4349,262.44,1
4350,L,Device_4350,274.26,1
4351,L,Device_4351,214.71,1
4352,L,Device_4352,221.02,1
4353,L,Device_4353,167.89,3
4354,L,Device_4354,190.13,1
4355,L,Device_4355,248.02,3
4356,L,Device_4356,283.11,1
4357,L,Device_4357,208.38,1
4358,L,Device_4358,168.81,1
4359,L,Device_4359,246.14,1
4360,L,Device_4360,198.17,1
4361,L,Device_4361,259.74,1
4362,L,Device_4362,229.14,2
4363,L,Device_4363,178.31,3
4364,L,Device_4364,175.94,1
4365,L,Device_4365,204.81,3
4366,L,Device_4366,182.98,3
4367,L,Device_4367,324.56,1
4368,L,Device_4368,160.14,3
4369,L,Device_4369,161.07,3
4370,L,Device_4370,207.24,3
4371,L,Device_4371,173.97,1
4372,L,Device_4372,273.41,2
4373,L,Device_4373,238.76,1
4374,L,Device_4374,225.38,3
4375,L,Device_4375,295.98,3
4376,L,Device_4376,158.5,1
4377,L,Device_4377,224.64,1
4378,L,Device_4378,155.74,2
4379,L,Device_4379,173.98,1
4380,L,Device_4380,265.96,3
4381,L,Device_4381,254.4,1
4382,L,Device_4382,222.21,1
4383,L,Device_4383,226.17,1
4384,L,Device_4384,92.89,3
4385,L,Device_4385,134.61,3
4386,L,Device_4386,249.52,2
4387,L,Device_4387,259.94,1
4388,L,Device_4388,166.16,1
4389,L,Device_4389,214.4,3
4390,L,Device_4390,135.0,2
4391,L,Device_4391,176.4,3
4392,L,Device_4392,188.89,1
4393,L,Device_4393,253.44,3
4394,L,Device_4394,134.28,1
4395,S,Device_4395,1518.96,0
4396,L,Device_4396,140.1,1
4397,S,Device_4397,1712.26,0
4398,L,Device_4398,174.16,1
4399,L,Device_4399,158.53,1
4400,L,Device_4400,177.27,1
4401,L,Device_4401,161.04,1
4402,L,Device_4402,280.67,1
4403,L,Device_4403,242.19,1
4404,S,Device_4404,1398.52,0
4405,S,Device_4405,1261.37,0
4406,L,Device_4406,124.85,2
4407,L,Device_4407,174.53,2
4408,L,Device_4408,207.39,1
4409,L,Device_4409,244.87,1
4410,L,Device_4410,139.61,3
4411,L,Device_4411,130.61,2
4412,L,Device_4412,244.39,3
4413,L,Device_4413,144.69,1
4414,L,Device_4414,218.78,1
4415,S,Device_4415,1705.57,0
4416,L,Device_4416,189.0,3
4417,L,Device_4417,157.11,1
4418,L,Device_4418,254.46,1
4419,L,Device_4419,157.49,3
4420,L,Device_4420,260.77,1
4421,L,Device_4421,171.22,1
4422,L,Device_4422,219.21,3
4423,L,Device_4423,184.36,3
4424,L,Device_4424,214.99,1
4425,L,Device_4425,168.32,3
4426,L,Device_4426,186.16,1
4427,L,Device_4427,140.7,1
4428,L,Device_4428,270.77,1
4429,L,Device_4429,233.61,1
4430,L,Device_4430,233.35,1
4431,,Device_4431,100,3
4432,L,Device_4432,80.58,3
4433,S,Device_4433,1498.27,0
4434,L,Device_4434,252.29,1
4435,L,Device_4435,218.88,1
4436,L,Device_4436,185.01,1
4437,L,Device_4437,135.65,1
4438,L,Device_4438,156.69,1
4439,L,Device_4439,120.92,1
4440,L,Device_4440,183.32,3
4441,L,Device_4441,121.58,3
4442,L,Device_4442,197.93,2
4443,L,Device_4443,108.07,3
4444,L,Device_4444,217.32,3
4445,L,Device_4445,178.79,3
4446,S,Device_4446,1929.0,0
4447,L,Device_4447,172.52,3
4448,L,Device_4448,160.79,3
4449,L,Device_4449,166.55,3
4450,L,Device_4450,169.38,1
4451,L,Device_4451,208.44,3
4452,L,Device_4452,202.99,1
4453,L,Device_4453,210.67,2
4454,L,Device_4454,157.9,1
4455,L,Device_4455,157.76,2
4456,L,Device_4456,178.83,1
4457,L,Device_4457,213.3,1
4458,L,Device_4458,181.41,1
4459,L,Device_4459,171.59,3
4460,L,Device_4460,264.65,1
4461,L,Device_4461,288.97,1
4462,L,Device_4462,146.47,1
4463,L,Device_4463,226.62,2
4464,L,Device_4464,,3
4465,L,Device_4465,239.65,3
4466,L,Device_4466,271.49,1
4467,L,Device_4467,214.18,1
4468,L,Device_4468,78.19,3
4469,L,Device_4469,214.37,1
4470,L,Device_4470,168.61,3
4471,L,Device_4471,220.08,3
4472,L,Device_4472,332.8,1
4473,L,Device_4473,210.45,1
4474,L,Device_4474,185.58,3
4475,L,Device_4475,100.48,3
4476,L,Device_4476,135.53,3
4477,L,Device_4477,235.93,1
4478,L,Device_4478,244.78,1
4479,L,Device_4479,255.02,1
4480,L,Device_4480,180.17,1
4481,L,Device_4481,280.03,3
4482,L,Device_4482,239.67,1
4483,L,Device_4483,250.74,2
4484,L,Device_4484,191.98,1
4485,L,Device_4485,208.4,1
4486,L,Device_4486,139.88,2
4487,L,Device_4487,211.18,2
4488,L,Device_4488,221.39,1
4489,S,Device_4489,1378.23,0
4490,L,Device_4490,169.79,1
4491,L,Device_4491,216.64,1
4492,L,Device_4492,275.96,3
4493,L,Device_4493,242.87,1
4494,L,Device_4494,180.02,1
4495,L,Device_4495,226.12,3
4496,L,Device_4496,215.96,1
4497,L,Device_4497,174.36,2
4498,L,Device_4498,280.82,3
4499,L,Device_4499,125.06,1
4500,S,Device_4500,1221.36,0
4501,L,Device_4501,193.42,3
4502,L,Device_4502,250.76,1
4503,S,Device_4503,1217.81,0
4504,L,Device_4504,179.4,1
4505,L,Device_4505,325.91,1
4506,L,Device_4506,232.87,1
4507,L,Device_4507,116.31,1
4508,L,Device_4508,288.91,2
4509,L,Device_4509,217.73,3
4510,L,Device_4510,242.96,1
4511,L,Device_4511,180.88,1
4512,L,Device_4512,159.33,1
4513,L,Device_4513,243.39,2
4514,L,Device_4514,246.22,3
4515,L,Device_4515,204.33,3
4516,L,Device_4516,197.42,1
4517,L,Device_4517,228.62,2
4518,L,Device_4518,180.11,1
4519,L,Device_4519,246.7,1
4520,L,Device_4520,232.96,3
4521,L,Device_4521,278.84,1
4522,L,Device_4522,263.16,1
4523,L,Device_4523,239.39,1
4524,L,Device_4524,239.05,3
4525,L,Device_4525,233.68,1
4526,L,Device_4526,200.38,1
4527,L,Device_4527,278.72,3
4528,L,Device_4528,210.91,3
4529,L,Device_4529,272.46,3
4530,L,Device_4530,243.12,1
4531,L,Device_4531,204.86,2
4532,L,Device_4532,198.0,3
4533,L,Device_4533,172.03,1
4534,L,Device_4534,179.33,3
4535,L,Device_4535,103.34,3
4536,L,Device_4536,157.75,3
4537,L,Device_4537,274.73,3
4538,L,Device_4538,293.81,1
4539,L,Device_4539,183.28,2
4540,L,Device_4540,213.62,1
4541,L,Device_4541,96.95,1
4542,L,Device_4542,201.45,1
4543,L,Device_4543,154.66,3
4544,L,Device_4544,201.19,2
4545,L,Device_4545,205.96,3
4546,L,Device_4546,127.41,3
4547,L,Device_4547,223.98,1
4548,L,Device_4548,178.35,2
4549,L,Device_4549,217.55,3
4550,L,Device_4550,185.72,3
4551,L,Device_4551,213.46,1
4552,L,Device_4552,136.7,3
4553,L,Device_4553,233.13,1
4554,L,Device_4554,201.28,2
4555,L,Device_4555,208.7,1
4556,L,Device_4556,314.8,1
4557,L,Device_4557,246.62,1
4558,L,Device_4558,220.25,1
4559,L,Device_4559,95.8,3
4560,L,Device_4560,155.66,1
4561,L,Device_4561,289.09,1
4562,L,Device_4562,216.65,3
4563,L,Device_4563,200.62,3
4564,L,Device_4564,102.79,3
4565,L,Device_4565,137.38,2
4566,L,Device_4566,183.02,1
4567,L,Device_4567,225.78,1
4568,L,Device_4568,154.75,3
4569,L,Device_4569,145.69,1
4570,L,Device_4570,187.05,1
4571,L,Device_4571,186.99,3
4572,L,Device_4572,226.42,2
4573,L,Device_4573,136.7,1
4574,L,Device_4574,224.08,1
4575,L,Device_4575,240.69,3
4576,L,Device_4576,183.09,3
4577,S,Device_4577,1534.62,0
4578,L,Device_4578,199.57,2
4579,L,Device_4579,168.95,1
4580,L,Device_4580,127.14,3
4581,L,Device_4581,130.46,2
4582,L,Device_4582,200.92,3
4583,L,Device_4583,231.54,1
4584,L,Device_4584,211.96,1
4585,L,Device_4585,297.25,2
4586,L,Device_4586,186.64,1
4587,L,Device_4587,131.45,3
4588,L,Device_4588,146.76,1
4589,L,Device_4589,199.47,1
4590,L,Device_4590,245.63,1
4591,L,Device_4591,152.58,1
4592,L,Device_4592,153.65,2
4593,L,Device_4593,147.29,1
4594,L,Device_4594,228.96,1
4595,L,Device_4595,162.36,3
4596,S,Device_4596,1397.04,0
4597,L,Device_4597,181.22,1
4598,L,Device_4598,194.81,1
4599,L,Device_4599,244.24,1
4600,L,Device_4600,228.46,3
4601,L,Device_4601,227.37,2
4602,L,Device_4602,275.77,1
4603,L,Device_4603,136.64,1
4604,L,Device_4604,180.34,3
4605,L,Device_4605,234.24,1
4606,L,Device_4606,209.28,3
4607,L,Device_4607,181.76,1
4608,L,Device_4608,136.27,1
4609,L,Device_4609,154.06,2
4610,S,Device_4610,1059.37,0
4611,L,Device_4611,232.67,1
4612,L,Device_4612,178.88,2
4613,L,Device_4613,251.54,3
4614,L,Device_4614,238.32,1
4615,L,Device_4615,156.9,3
4616,S,Device_4616,1761.18,0
4617,L,Device_4617,157.38,1
4618,L,Device_4618,303.57,3
4619,L,Device_4619,189.51,2
4620,L,Device_4620,263.66,1
4621,L,Device_4621,228.53,1
4622,L,Device_4622,252.38,1
4623,L,,100,3
4624,L,Device_4624,203.42,1
4625,L,Device_4625,232.34,1
4626,L,Device_4626,197.74,2
4627,L,Device_4627,152.49,1
4628,L,Device_4628,168.97,1
4629,L,Device_4629,122.26,3
4630,L,Device_4630,104.17,1
4631,L,Device_4631,216.18,3
4632,L,Device_4632,191.14,1
4633,S,Device_4633,1280.14,0
4634,L,Device_4634,178.71,1
4635,L,Device_4635,172.71,3
4636,L,Device_4636,235.05,1
4637,L,Device_4637,170.65,3
4638,L,Device_4638,126.12,3
4639,L,Device_4639,112.11,2
4640,L,Device_4640,99.82,1
4641,L,Device_4641,281.36,2
4642,L,Device_4642,246.57,1
4643,L,Device_4643,177.09,1
4644,L,Device_4644,169.33,3
4645,L,Device_4645,106.42,1
4646,L,Device_4646,150.64,1
4647,L,Device_4647,214.28,1
4648,L,Device_4648,213.33,3
4649,L,Device_4649,149.02,3
4650,L,Device_4650,204.45,1
4651,S,Device_4651,1804.2,0
4652,L,Device_4652,167.51,1
4653,L,Device_4653,178.59,1
4654,L,Device_4654,169.52,3
4655,S,Device_4655,1328.55,0
4656,L,Device_4656,286.18,2
4657,L,Device_4657,120.5,3
4658,S,Device_4658,1381.05,0
4659,L,Device_4659,235.28,3
4660,L,Device_4660,178.29,1
4661,L,Device_4661,183.21,1
4662,L,Device_4662,184.25,1
4663,L,Device_4663,207.01,1
4664,L,Device_4664,193.24,3
4665,L,Device_4665,254.24,2
4666,L,Device_4666,222.91,3
4667,L,Device_4667,229.87,3
4668,L,Device_4668,313.24,1
4669,L,Device_4669,136.59,3
4670,L,Device_4670,203.9,3
4671,,Device_4671,100,3
4672,L,Device_4672,235.9,2
4673,L,Device_4673,157.07,1
4674,L,Device_4674,160.52,1
4675,L,Device_4675,152.71,2
4676,L,Device_4676,260.51,2
4677,L,Device_4677,123.81,3
4678,L,Device_4678,100,
4679,L,Device_4679,162.77,1
4680,,Device_4680,100,3
4681,L,Device_4681,124.65,1
4682,L,Device_4682,112.6,1
4683,L,Device_4683,85.96,1
4684,L,Device_4684,249.65,2
4685,S,Device_4685,1459.31,0
4686,L,Device_4686,180.99,2
4687,L,Device_4687,140.05,2
4688,L,Device_4688,143.71,2
4689,L,Device_4689,152.25,1
4690,L,Device_4690,172.47,1
4691,L,Device_4691,195.37,1
4692,L,Device_4692,133.94,1
4693,L,Device_4693,181.27,1
4694,L,Device_4694,273.79,1
4695,L,Device_4695,218.23,3
4696,L,Device_4696,177.9,1
4697,L,Device_4697,189.12,1
4698,L,Device_4698,218.84,3
4699,S,Device_4699,1323.03,0
4700,L,Device_4700,100.3,1
4701,L,Device_4701,200.17,1
4702,L,Device_4702,240.49,1
4703,L,Device_4703,185.88,3
4704,L,Device_4704,243.98,1
4705,L,Device_4705,205.45,3
4706,L,Device_4706,194.12,1
4707,L,Device_4707,173.24,2
4708,L,Device_4708,169.12,3
4709,L,Device_4709,283.92,1
4710,L,Device_4710,201.66,1
4711,L,Device_4711,75.71,2
4712,L,Device_4712,163.31,1
4713,L,Device_4713,139.59,3
4714,L,Device_4714,184.03,1
4715,L,Device_4715,176.75,1
4716,L,Device_4716,212.5,1
4717,L,Device_4717,182.38,1
4718,L,Device_4718,,3
4719,L,Device_4719,151.31,2
4720,L,Device_4720,193.87,1
4721,L,Device_4721,143.19,3
4722,L,Device_4722,203.07,3
4723,L,Device_4723,185.42,3
4724,L,Device_4724,188.98,2
4725,L,Device_4725,191.11,1
4726,L,Device_4726,170.45,3
4727,L,Device_4727,243.73,1
4728,L,Device_4728,238.65,3
4729,L,Device_4729,198.33,1
4730,L,Device_4730,148.14,3
4731,L,Device_4731,209.98,1
4732,L,Device_4732,277.35,3
4733,L,Device_4733,185.53,2
4734,S,Device_4734,1633.24,0
4735,L,Device_4735,202.96,2
4736,L,Device_4736,210.83,2
4737,L,Device_4737,208.67,3
4738,L,Device_4738,184.14,2
4739,L,Device_4739,252.04,1
4740,L,Device_4740,260.45,1
4741,L,Device_4741,200.44,3
4742,L,Device_4742,193.67,2
4743,L,Device_4743,316.97,2
4744,L,Device_4744,237.41,1
4745,L,Device_4745,232.16,1
4746,L,Device_4746,154.94,3
4747,L,Device_4747,268.21,1
4748,L,Device_4748,143.92,1
4749,L,Device_4749,201.15,1
4750,L,Device_4750,24.1,3
4751,L,Device_4751,193.07,3
4752,L,Device_4752,228.06,3
4753,L,Device_4753,142.49,1
4754,L,Device_4754,109.7,3
4755,L,Device_4755,199.05,1
4756,L,Device_4756,300.94,2
4757,L,Device_4757,194.25,2
4758,L,Device_4758,180.87,3
4759,L,Device_4759,204.01,1
4760,L,Device_4760,214.72,1
4761,L,Device_4761,269.54,1
4762,L,Device_4762,173.19,3
4763,L,Device_4763,284.37,1
4764,L,Device_4764,239.83,3
4765,L,Device_4765,186.76,3
4766,L,Device_4766,225.53,1
4767,L,Device_4767,132.97,3
4768,L,Device_4768,246.9,1
4769,S,Device_4769,1188.57,0
4770,L,Device_4770,207.49,3
4771,L,Device_4771,279.7,3
4772,L,Device_4772,150.39,1
4773,L,Device_4773,125.92,1
4774,L,Device_4774,200.12,3
4775,L,Device_4775,168.36,2
4776,L,Device_4776,175.56,1
4777,L,Device_4777,222.12,1
4778,L,Device_4778,147.89,1
4779,L,Device_4779,194.18,1
4780,L,Device_4780,200.98,1
4781,L,Device_4781,156.03,1
4782,L,,100,3
4783,L,Device_4783,179.13,2
4784,L,Device_4784,195.68,2
4785,L,Device_4785,95.53,3
4786,L,Device_4786,241.39,3
4787,L,Device_4787,245.06,1
4788,L,Device_4788,201.92,3
4789,L,Device_4789,151.22,1
4790,L,Device_4790,201.88,1
4791,L,Device_4791,132.88,1
4792,L,Device_4792,247.45,2
4793,L,Device_4793,216.37,2
4794,L,Device_4794,149.29,1
4795,L,Device_4795,277.42,3
4796,L,Device_4796,234.81,3
4797,L,Device_4797,201.29,1
4798,L,Device_4798,238.54,1
4799,L,Device_4799,203.2,1
4800,L,Device_4800,121.32,3
4801,L,Device_4801,179.67,1
4802,L,Device_4802,245.93,3
4803,L,Device_4803,154.61,1
4804,L,Device_4804,193.56,1
4805,L,,100,3
4806,L,Device_4806,161.66,1
4807,L,Device_4807,216.09,1
4808,L,Device_4808,142.84,3
4809,L,Device_4809,205.87,3
4810,L,Device_4810,109.26,1
4811,L,Device_4811,201.06,1
4812,L,Device_4812,164.19,1
4813,L,Device_4813,195.48,1
4814,L,Device_4814,260.11,3
4815,L,Device_4815,173.67,1
4816,S,Device_4816,1147.94,0
4817,L,Device_4817,84.35,1
4818,L,Device_4818,230.79,3
4819,L,Device_4819,201.27,1
4820,L,Device_4820,208.53,3
4821,L,Device_4821,161.09,1
4822,L,Device_4822,221.04,1
4823,L,Device_4823,149.93,1
4824,L,Device_4824,178.12,3
4825,L,,100,3
4826,L,Device_4826,259.13,1
4827,L,Device_4827,272.79,3
4828,L,Device_4828,258.89,2
4829,L,Device_4829,280.06,1
4830,L,Device_4830,214.14,2
4831,L,Device_4831,249.93,1
4832,L,Device_4832,211.52,3
4833,L,Device_4833,139.51,3
4834,L,Device_4834,136.93,1
4835,L,Device_4835,208.87,2
4836,L,Device_4836,176.07,2
4837,L,Device_4837,164.01,1
4838,L,Device_4838,154.83,1
4839,L,Device_4839,174.45,3
4840,L,Device_4840,203.95,3
4841,L,Device_4841,276.33,1
4842,L,Device_4842,149.88,3
4843,L,Device_4843,224.34,1
4844,L,Device_4844,203.11,3
4845,L,Device_4845,220.19,1
4846,L,Device_4846,180.51,1
4847,L,Device_4847,245.42,3
4848,L,Device_4848,268.21,1
4849,L,Device_4849,100,
4850,L,Device_4850,236.82,2
4851,L,Device_4851,144.99,3
4852,L,Device_4852,229.43,1
4853,L,Device_4853,104.94,1
4854,L,Device_4854,221.75,3
4855,L,Device_4855,255.16,3
4856,L,Device_4856,183.73,3
4857,L,Device_4857,162.35,3
4858,L,Device_4858,152.59,3
4859,L,Device_4859,196.22,1
4860,L,Device_4860,208.24,3
4861,L,Device_4861,204.86,3
4862,L,Device_4862,296.84,1
4863,L,Device_4863,198.29,1
4864,L,Device_4864,178.82,1
4865,L,Device_4865,158.77,2
4866,L,Device_4866,149.94,1
4867,L,Device_4867,178.66,3
4868,L,Device_4868,206.69,2
4869,L,Device_4869,230.25,1
4870,L,Device_4870,271.51,1
4871,L,Device_4871,107.04,3
4872,L,Device_4872,224.13,2
4873,L,Device_4873,266.35,1
4874,L,Device_4874,141.08,3
4875,L,Device_4875,225.76,3
4876,L,Device_4876,160.15,3
4877,L,Device_4877,267.91,3
4878,L,Device_4878,195.44,1
4879,L,Device_4879,150.28,2
4880,L,Device_4880,253.52,1
4881,L,Device_4881,265.85,2
4882,L,Device_4882,194.23,1
4883,L,Device_4883,186.49,1
4884,L,Device_4884,260.39,3
4885,L,Device_4885,141.35,2
4886,L,Device_4886,138.19,3
4887,L,Device_4887,193.21,2
4888,L,Device_4888,147.78,1
4889,L,Device_4889,167.45,3
4890,L,Device_4890,181.78,1
4891,L,Device_4891,374.07,1
4892,L,Device_4892,199.79,3
4893,L,Device_4893,138.48,3
4894,L,Device_4894,184.27,1
4895,L,Device_4895,172.94,1
4896,L,Device_4896,118.93,2
4897,L,Device_4897,214.85,1
4898,L,Device_4898,182.49,1
4899,L,Device_4899,156.99,3
4900,L,Device_4900,169.15,1
4901,L,Device_4901,200.48,2
4902,L,Device_4902,212.42,3
4903,L,Device_4903,278.01,1
4904,L,Device_4904,245.95,1
4905,L,Device_4905,197.15,3
4906,L,Device_4906,200.14,3
4907,L,Device_4907,260.71,1
4908,L,Device_4908,197.37,1
4909,L,Device_4909,170.56,3
4910,S,Device_4910,1053.74,0
4911,L,Device_4911,66.75,1
4912,L,Device_4912,182.67,2
4913,L,Device_4913,242.68,2
4914,L,Device_4914,195.21,1
4915,S,Device_4915,1219.81,0
4916,L,Device_4916,170.21,3
4917,L,Device_4917,293.37,3
4918,L,Device_4918,118.14,1
4919,L,Device_4919,242.82,1
4920,L,Device_4920,181.5,3
4921,L,Device_4921,144.6,1
4922,L,Device_4922,183.04,3
4923,L,Device_4923,213.64,1
4924,L,Device_4924,229.97,3
4925,L,Device_4925,180.12,3
4926,L,Device_4926,197.76,1
4927,L,Device_4927,258.94,3
4928,L,Device_4928,189.25,1
4929,L,Device_4929,175.22,1
4930,L,Device_4930,133.04,1
4931,L,Device_4931,153.27,1
4932,L,Device_4932,208.53,3
4933,L,Device_4933,125.12,1
4934,L,Device_4934,196.71,3
4935,L,Device_4935,198.54,1
4936,L,Device_4936,45.52,1
4937,L,Device_4937,178.5,1
4938,L,Device_4938,196.4,3
4939,L,Device_4939,131.73,2
4940,L,Device_4940,173.92,2
4941,L,Device_4941,289.15,1
4942,L,Device_4942,262.86,3
4943,L,Device_4943,238.08,2
4944,L,Device_4944,161.39,1
4945,L,Device_4945,227.56,3
4946,L,Device_4946,165.51,2
4947,L,Device_4947,190.62,3
4948,L,Device_4948,230.87,1
4949,L,Device_4949,82.83,3
4950,L,Device_4950,119.83,1
4951,L,Device_4951,143.94,3
4952,L,Device_4952,106.65,1
4953,L,Device_4953,274.53,1
4954,L,Device_4954,254.42,1
4955,L,Device_4955,232.4,3
4956,L,Device_4956,219.64,1
4957,L,Device_4957,166.1,1
4958,L,Device_4958,239.76,3
4959,L,Device_4959,151.19,2
4960,L,Device_4960,197.9,2
4961,L,Device_4961,150.85,2
4962,L,Device_4962,283.6,1
4963,S,Device_4963,1791.3,0
4964,L,Device_4964,385.65,3
4965,L,Device_4965,246.43,3
4966,S,Device_4966,1388.79,0
4967,L,Device_4967,203.83,3
4968,L,Device_4968,169.59,2
4969,L,Device_4969,194.02,1
4970,L,Device_4970,114.74,1
4971,L,Device_4971,217.67,3
4972,L,Device_4972,208.75,1
4973,L,Device_4973,243.02,1
4974,L,Device_4974,93.54,2
4975,L,Device_4975,316.72,1
4976,L,Device_4976,107.22,1
4977,L,Device_4977,137.58,1
4978,L,Device_4978,253.54,3
4979,L,Device_4979,223.08,2
4980,L,Device_4980,170.65,1
4981,L,Device_4981,233.36,3
4982,L,Device_4982,206.79,1
4983,L,Device_4983,263.33,2
4984,L,Device_4984,110.32,3
4985,L,Device_4985,202.57,2
4986,L,Device_4986,194.53,2
4987,L,Device_4987,192.19,3
4988,L,Device_4988,230.04,1
4989,L,Device_4989,135.97,2
4990,L,Device_4990,192.37,1
4991,S,Device_4991,1239.45,0
4992,S,Device_4992,1489.76,0
4993,L,Device_4993,122.97,3
4994,L,Device_4994,219.62,3
4995,S,Device_4995,1165.59,0
4996,L,Device_4996,215.5,2
4997,L,Device_4997,245.27,1
4998,L,Device_4998,154.95,3
4999,L,Device_4999,256.31,3
